,tweets_is_quote_status,tweets_favorite_count,tweets_user_friends_count,tweets_user_followers_count,tweets_user_favourites_count,tweets_user_geo_enabled,tweets_user_statuses_count,tweets_user_profile_use_background_image,tweets_user_has_extended_profile,tweets_user_default_profile_image,deets_possibly_sensitive,deets_reply_count,deets_like_count,deets_quote_count,users_verified,users_protected,users_followers_count,users_following_count,users_tweet_count,users_listed_count,deets_text_character_length,users_description_character_length,tweets_user_profile_background_color_F5F8FA,tweets_user_profile_background_color_C0DEED,tweets_user_profile_background_color_000000,tweets_user_profile_text_color_333333,tweets_user_profile_text_color_000000,tweets_user_profile_text_color_666666,retweet_class
5345,False,7,980,5386,10191,True,15234,False,False,False,False,0.0,9.0,0.0,False,False,5399.0,985.0,15259.0,171.0,298.0,157.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5346,False,0,6678,9529,3741,True,84000,True,False,False,False,0.0,0.0,0.0,False,False,9529.0,6678.0,84049.0,2315.0,127.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5347,False,0,67,4460,2,False,785988,True,False,True,False,0.0,0.0,0.0,False,False,4470.0,67.0,788045.0,4120.0,140.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5348,False,0,67,4460,2,False,785988,True,False,True,False,0.0,0.0,0.0,False,False,4470.0,67.0,788045.0,4120.0,140.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5349,False,0,4866,2157,3002,False,7336,True,True,True,False,0.0,0.0,0.0,False,False,2153.0,4864.0,7339.0,148.0,140.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5350,False,0,67,4460,2,False,785988,True,False,True,False,0.0,0.0,0.0,False,False,4470.0,67.0,788045.0,4120.0,140.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5351,False,0,4866,2157,3002,False,7336,True,True,True,False,0.0,0.0,0.0,False,False,2153.0,4864.0,7339.0,148.0,140.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5352,False,0,894,1840,6754,False,3856,True,False,True,False,0.0,0.0,0.0,False,False,1840.0,894.0,3856.0,22.0,125.0,109.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5353,False,0,6,1694,0,False,66030,True,False,True,False,0.0,0.0,0.0,False,False,1697.0,6.0,66113.0,89.0,140.0,115.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5354,False,0,6,1694,0,False,66030,True,False,True,False,0.0,0.0,0.0,False,False,1697.0,6.0,66113.0,89.0,140.0,115.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5355,False,0,6,1694,0,False,66030,True,False,True,False,0.0,0.0,0.0,False,False,1697.0,6.0,66113.0,89.0,140.0,115.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5356,False,0,67,4460,2,False,785988,True,False,True,False,0.0,0.0,0.0,False,False,4470.0,67.0,788045.0,4120.0,140.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5357,False,10,1821,3917,14567,True,37532,True,True,False,False,0.0,10.0,0.0,False,False,3918.0,1822.0,37534.0,1492.0,280.0,156.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5358,False,0,67,4460,2,False,785988,True,False,True,False,0.0,0.0,0.0,False,False,4470.0,67.0,788045.0,4120.0,140.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5359,False,0,67,4460,2,False,785988,True,False,True,False,0.0,0.0,0.0,False,False,4470.0,67.0,788045.0,4120.0,140.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5360,False,0,1697,1585,9001,True,11151,True,False,True,False,0.0,0.0,0.0,False,False,1586.0,1697.0,11151.0,669.0,140.0,154.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5361,False,0,1010,1002,10661,True,8924,True,True,True,False,0.0,0.0,0.0,False,False,1003.0,1010.0,8936.0,246.0,110.0,159.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5362,False,0,283,3094,13,False,91256,True,False,True,False,0.0,0.0,0.0,False,False,3094.0,296.0,91351.0,613.0,140.0,53.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
